household_id,type,people,rooms,date,day_of_year,outside_temp_c,daily_consumption_kwh,peak_power_kw
H005,Residential,2,2,2024-06-02,154,28.9,5.13,0.66
H005,Residential,2,2,2024-06-03,155,28.5,6.0,0.67
H005,Residential,2,2,2024-06-04,156,27.0,4.75,0.56
H005,Residential,2,2,2024-06-05,157,30.0,7.31,0.84
H005,Residential,2,2,2024-06-06,158,29.8,6.57,0.76
H005,Residential,2,2,2024-06-07,159,28.2,5.81,0.62
H005,Residential,2,2,2024-06-08,160,27.3,5.79,0.7
H005,Residential,2,2,2024-06-09,161,29.5,6.84,0.82
H005,Residential,2,2,2024-06-10,162,28.8,5.51,0.7
H005,Residential,2,2,2024-06-11,163,25.9,5.57,0.64
H005,Residential,2,2,2024-06-12,164,28.4,5.73,0.64
H005,Residential,2,2,2024-06-13,165,29.0,6.27,0.77
H005,Residential,2,2,2024-06-14,166,26.9,6.58,0.71
H005,Residential,2,2,2024-06-15,167,28.8,7.29,0.92
H005,Residential,2,2,2024-06-16,168,25.9,6.85,0.86
H005,Residential,2,2,2024-06-17,169,30.9,6.29,0.8
H005,Residential,2,2,2024-06-18,170,30.7,6.91,0.82
H005,Residential,2,2,2024-06-19,171,28.0,5.78,0.64
H005,Residential,2,2,2024-06-20,172,29.1,5.07,0.59
H005,Residential,2,2,2024-06-21,173,24.1,5.78,0.69
H005,Residential,2,2,2024-06-22,174,26.3,5.99,0.66
H005,Residential,2,2,2024-06-23,175,27.8,5.81,0.74
H005,Residential,2,2,2024-06-24,176,26.4,5.61,0.68
H005,Residential,2,2,2024-06-25,177,29.6,5.91,0.64
H005,Residential,2,2,2024-06-26,178,31.9,6.81,0.91
H005,Residential,2,2,2024-06-27,179,26.1,7.26,0.85
H005,Residential,2,2,2024-06-28,180,26.7,5.13,0.54
H005,Residential,2,2,2024-06-29,181,28.6,5.67,0.61
H005,Residential,2,2,2024-06-30,182,31.0,5.8,0.75
H005,Residential,2,2,2024-07-01,183,25.8,6.67,0.89
H005,Residential,2,2,2024-07-02,184,28.4,6.07,0.76
H005,Residential,2,2,2024-07-03,185,31.2,5.87,0.75
H005,Residential,2,2,2024-07-04,186,24.9,6.64,0.84
H005,Residential,2,2,2024-07-05,187,25.5,6.79,0.82
H005,Residential,2,2,2024-07-06,188,27.0,6.5,0.77
H005,Residential,2,2,2024-07-07,189,26.8,5.69,0.69
H005,Residential,2,2,2024-07-08,190,29.1,6.37,0.78
H005,Residential,2,2,2024-07-09,191,28.0,6.06,0.66
H005,Residential,2,2,2024-07-10,192,24.3,6.05,0.74
H005,Residential,2,2,2024-07-11,193,28.3,5.88,0.76
H005,Residential,2,2,2024-07-12,194,26.3,6.77,0.77
H005,Residential,2,2,2024-07-13,195,29.6,6.67,0.75
H005,Residential,2,2,2024-07-14,196,26.0,6.84,0.82
H005,Residential,2,2,2024-07-15,197,25.9,7.03,0.77
H005,Residential,2,2,2024-07-16,198,28.0,6.48,0.67
H005,Residential,2,2,2024-07-17,199,28.3,5.89,0.74
H005,Residential,2,2,2024-07-18,200,27.6,6.85,0.76
H005,Residential,2,2,2024-07-19,201,23.7,6.49,0.75
H005,Residential,2,2,2024-07-20,202,27.6,8.2,0.9
H005,Residential,2,2,2024-07-21,203,24.7,6.39,0.82
H005,Residential,2,2,2024-07-22,204,26.9,6.63,0.82
H005,Residential,2,2,2024-07-23,205,23.8,6.38,0.72
H005,Residential,2,2,2024-07-24,206,27.0,6.14,0.64
H005,Residential,2,2,2024-07-25,207,24.7,6.04,0.68
H005,Residential,2,2,2024-07-26,208,23.7,6.38,0.77
H005,Residential,2,2,2024-07-27,209,27.2,6.85,0.8
H005,Residential,2,2,2024-07-28,210,26.2,6.92,0.81
H005,Residential,2,2,2024-07-29,211,24.6,6.39,0.75
H005,Residential,2,2,2024-07-30,212,28.2,5.91,0.73
H005,Residential,2,2,2024-07-31,213,24.6,6.0,0.69
H005,Residential,2,2,2024-08-01,214,25.4,5.38,0.65
H005,Residential,2,2,2024-08-02,215,25.7,7.23,0.77
H005,Residential,2,2,2024-08-03,216,24.0,6.16,0.86
H005,Residential,2,2,2024-08-04,217,25.8,6.8,0.77
H005,Residential,2,2,2024-08-05,218,23.9,6.37,0.75
H005,Residential,2,2,2024-08-06,219,23.9,6.39,0.77
H005,Residential,2,2,2024-08-07,220,27.0,6.13,0.69
H005,Residential,2,2,2024-08-08,221,22.5,5.71,0.66
H005,Residential,2,2,2024-08-09,222,19.9,5.6,0.65
H005,Residential,2,2,2024-08-10,223,27.0,7.64,0.82
H005,Residential,2,2,2024-08-11,224,28.6,6.27,0.75
H005,Residential,2,2,2024-08-12,225,23.1,6.9,0.69
H005,Residential,2,2,2024-08-13,226,20.2,7.06,0.93
H005,Residential,2,2,2024-08-14,227,23.0,5.95,0.73
H005,Residential,2,2,2024-08-15,228,22.9,6.46,0.79
H005,Residential,2,2,2024-08-16,229,23.0,6.23,0.62
H005,Residential,2,2,2024-08-17,230,21.1,5.76,0.62
H005,Residential,2,2,2024-08-18,231,24.0,6.09,0.78
H005,Residential,2,2,2024-08-19,232,23.8,6.56,1.01
H005,Residential,2,2,2024-08-20,233,20.0,5.89,0.75
H005,Residential,2,2,2024-08-21,234,23.8,6.0,0.75
H005,Residential,2,2,2024-08-22,235,26.1,6.09,0.73
H005,Residential,2,2,2024-08-23,236,22.6,7.51,0.81
H005,Residential,2,2,2024-08-24,237,21.5,5.32,0.66
H005,Residential,2,2,2024-08-25,238,21.7,6.51,0.69
H005,Residential,2,2,2024-08-26,239,22.9,6.04,0.63
H005,Residential,2,2,2024-08-27,240,18.5,5.8,0.6
H005,Residential,2,2,2024-08-28,241,21.8,6.03,0.75
H005,Residential,2,2,2024-08-29,242,20.6,6.61,0.76
H005,Residential,2,2,2024-08-30,243,24.5,6.65,0.78
H005,Residential,2,2,2024-08-31,244,20.7,6.63,0.77
H005,Residential,2,2,2024-09-01,245,23.8,6.88,0.72
H005,Residential,2,2,2024-09-02,246,18.7,6.99,0.77
H005,Residential,2,2,2024-09-03,247,21.6,6.71,0.74
H005,Residential,2,2,2024-09-04,248,20.9,5.86,0.6
H005,Residential,2,2,2024-09-05,249,18.6,6.51,0.72
H005,Residential,2,2,2024-09-06,250,20.3,6.51,0.69
H005,Residential,2,2,2024-09-07,251,22.0,5.98,0.72
H005,Residential,2,2,2024-09-08,252,19.1,5.23,0.64
H005,Residential,2,2,2024-09-09,253,16.5,5.16,0.54
H005,Residential,2,2,2024-09-10,254,19.3,6.24,0.71
H005,Residential,2,2,2024-09-11,255,17.6,6.43,0.86
H005,Residential,2,2,2024-09-12,256,18.4,5.47,0.58
H005,Residential,2,2,2024-09-13,257,18.7,6.85,0.82
H005,Residential,2,2,2024-09-14,258,15.6,7.14,0.83
H005,Residential,2,2,2024-09-15,259,15.6,7.6,0.96
H005,Residential,2,2,2024-09-16,260,19.3,7.59,0.9
H005,Residential,2,2,2024-09-17,261,17.3,6.64,0.74
H005,Residential,2,2,2024-09-18,262,13.4,9.09,1.06
H005,Residential,2,2,2024-09-19,263,19.3,7.81,0.91
H005,Residential,2,2,2024-09-20,264,18.2,6.92,0.79
H005,Residential,2,2,2024-09-21,265,16.3,6.91,0.72
H005,Residential,2,2,2024-09-22,266,15.0,8.18,1.04
H005,Residential,2,2,2024-09-23,267,18.8,6.58,0.83
H005,Residential,2,2,2024-09-24,268,17.7,8.18,0.87
H005,Residential,2,2,2024-09-25,269,21.2,7.02,0.79
H005,Residential,2,2,2024-09-26,270,17.5,8.67,0.99
H005,Residential,2,2,2024-09-27,271,17.3,5.86,0.62
H005,Residential,2,2,2024-09-28,272,16.2,8.22,0.81
H005,Residential,2,2,2024-09-29,273,17.8,8.39,0.92
H005,Residential,2,2,2024-09-30,274,17.3,6.77,0.76
H005,Residential,2,2,2024-10-01,275,18.2,7.2,0.74
H005,Residential,2,2,2024-10-02,276,14.9,7.81,0.92
H005,Residential,2,2,2024-10-03,277,14.9,7.58,0.96
H005,Residential,2,2,2024-10-04,278,14.7,8.41,1.04
H005,Residential,2,2,2024-10-05,279,16.8,6.91,0.79
H005,Residential,2,2,2024-10-06,280,17.9,7.24,0.71
H005,Residential,2,2,2024-10-07,281,14.2,8.82,1.08
H005,Residential,2,2,2024-10-08,282,14.2,8.21,0.96
H005,Residential,2,2,2024-10-09,283,15.3,6.1,0.73
H005,Residential,2,2,2024-10-10,284,14.2,7.84,1.05
H005,Residential,2,2,2024-10-11,285,16.2,7.02,0.76
H005,Residential,2,2,2024-10-12,286,10.3,7.97,0.71
H005,Residential,2,2,2024-10-13,287,12.7,6.62,0.7
H005,Residential,2,2,2024-10-14,288,12.7,6.88,0.83
H005,Residential,2,2,2024-10-15,289,9.7,9.18,1.06
H005,Residential,2,2,2024-10-16,290,12.1,8.02,0.84
H005,Residential,2,2,2024-10-17,291,12.0,8.46,0.87
H005,Residential,2,2,2024-10-18,292,13.2,7.19,0.81
H005,Residential,2,2,2024-10-19,293,15.4,6.44,0.67
H005,Residential,2,2,2024-10-20,294,12.8,8.26,1.0
H005,Residential,2,2,2024-10-21,295,11.3,7.65,0.86
H005,Residential,2,2,2024-10-22,296,12.9,7.67,0.84
H005,Residential,2,2,2024-10-23,297,14.8,5.85,0.64
H005,Residential,2,2,2024-10-24,298,11.0,7.74,0.91
H005,Residential,2,2,2024-10-25,299,11.0,9.04,1.05
H005,Residential,2,2,2024-10-26,300,13.5,7.15,0.84
H005,Residential,2,2,2024-10-27,301,12.0,8.48,1.0
H005,Residential,2,2,2024-10-28,302,13.4,5.65,0.65
H005,Residential,2,2,2024-10-29,303,12.1,7.37,0.78
H005,Residential,2,2,2024-10-30,304,13.3,7.27,0.79
H005,Residential,2,2,2024-10-31,305,10.1,10.04,1.13
H005,Residential,2,2,2024-11-01,306,11.8,6.99,0.94
H005,Residential,2,2,2024-11-02,307,11.3,9.07,0.94
H005,Residential,2,2,2024-11-03,308,9.4,9.76,1.09
H005,Residential,2,2,2024-11-04,309,8.7,8.45,0.99
H005,Residential,2,2,2024-11-05,310,12.6,7.35,0.83
H005,Residential,2,2,2024-11-06,311,10.7,8.44,1.06
H005,Residential,2,2,2024-11-07,312,9.4,7.52,0.85
H005,Residential,2,2,2024-11-08,313,11.0,7.83,0.89
H005,Residential,2,2,2024-11-09,314,13.1,8.84,1.09
H005,Residential,2,2,2024-11-10,315,6.8,10.42,1.38
H005,Residential,2,2,2024-11-11,316,8.2,9.16,1.18
H005,Residential,2,2,2024-11-12,317,9.1,9.04,1.04
H005,Residential,2,2,2024-11-13,318,13.3,7.83,0.9
H005,Residential,2,2,2024-11-14,319,11.1,8.8,1.02
H005,Residential,2,2,2024-11-15,320,11.9,7.44,0.87
H005,Residential,2,2,2024-11-16,321,8.4,11.18,1.21
H005,Residential,2,2,2024-11-17,322,8.4,10.44,1.3
H005,Residential,2,2,2024-11-18,323,11.1,8.72,1.03
H005,Residential,2,2,2024-11-19,324,10.4,7.72,0.89
H005,Residential,2,2,2024-11-20,325,11.2,7.3,0.76
H005,Residential,2,2,2024-11-21,326,9.8,8.38,0.98
H005,Residential,2,2,2024-11-22,327,10.6,8.41,0.83
H005,Residential,2,2,2024-11-23,328,10.3,7.32,0.81
H005,Residential,2,2,2024-11-24,329,11.4,8.46,0.93
H005,Residential,2,2,2024-11-25,330,11.4,9.1,1.08
H005,Residential,2,2,2024-11-26,331,7.0,10.38,1.38
H005,Residential,2,2,2024-11-27,332,5.8,9.64,1.17
H005,Residential,2,2,2024-11-28,333,11.6,7.35,0.95
H005,Residential,2,2,2024-11-29,334,11.9,8.12,0.99
H005,Residential,2,2,2024-11-30,335,7.9,9.75,1.23
H005,Residential,2,2,2024-12-01,336,6.3,10.56,1.4
H005,Residential,2,2,2024-12-02,337,9.8,9.19,1.0
H005,Residential,2,2,2024-12-03,338,11.3,8.98,0.97
H005,Residential,2,2,2024-12-04,339,12.8,6.71,0.82
H005,Residential,2,2,2024-12-05,340,10.5,8.58,0.99
H005,Residential,2,2,2024-12-06,341,8.9,8.7,1.02
H005,Residential,2,2,2024-12-07,342,7.9,9.81,1.11
H005,Residential,2,2,2024-12-08,343,9.5,9.54,1.05
H005,Residential,2,2,2024-12-09,344,9.0,9.86,1.29
H005,Residential,2,2,2024-12-10,345,7.7,10.85,1.15
H005,Residential,2,2,2024-12-11,346,13.2,7.75,0.95
H005,Residential,2,2,2024-12-12,347,12.7,7.51,0.91
H005,Residential,2,2,2024-12-13,348,11.5,7.82,0.79
H005,Residential,2,2,2024-12-14,349,7.8,8.22,0.89
H005,Residential,2,2,2024-12-15,350,11.0,9.31,1.02
H005,Residential,2,2,2024-12-16,351,10.7,8.05,0.97
H005,Residential,2,2,2024-12-17,352,10.3,8.9,1.0
H005,Residential,2,2,2024-12-18,353,11.8,8.45,0.97
H005,Residential,2,2,2024-12-19,354,10.7,7.28,0.74
H005,Residential,2,2,2024-12-20,355,10.9,7.48,1.03
H005,Residential,2,2,2024-12-21,356,10.7,10.09,1.17
H005,Residential,2,2,2024-12-22,357,10.2,8.76,1.05
H005,Residential,2,2,2024-12-23,358,6.4,9.49,1.05
H005,Residential,2,2,2024-12-24,359,9.8,8.56,0.94
H005,Residential,2,2,2024-12-25,360,8.7,10.09,1.35
H005,Residential,2,2,2024-12-26,361,7.5,10.5,1.03
H005,Residential,2,2,2024-12-27,362,12.8,6.46,0.76
H005,Residential,2,2,2024-12-28,363,12.9,9.2,0.96
H005,Residential,2,2,2024-12-29,364,12.3,8.48,0.95
H005,Residential,2,2,2024-12-30,365,10.4,8.31,0.91
H005,Residential,2,2,2024-12-31,366,12.4,6.78,0.72
H005,Residential,2,2,2025-01-01,1,10.0,9.49,1.1
H005,Residential,2,2,2025-01-02,2,10.4,8.84,0.81
H005,Residential,2,2,2025-01-03,3,8.1,7.99,0.9
H005,Residential,2,2,2025-01-04,4,10.9,8.46,0.97
H005,Residential,2,2,2025-01-05,5,10.3,11.12,1.15
H005,Residential,2,2,2025-01-06,6,7.9,9.45,1.23
H005,Residential,2,2,2025-01-07,7,10.2,7.88,0.87
H005,Residential,2,2,2025-01-08,8,10.3,7.62,0.86
H005,Residential,2,2,2025-01-09,9,13.7,8.55,0.94
H005,Residential,2,2,2025-01-10,10,12.2,8.43,0.97
H005,Residential,2,2,2025-01-11,11,10.6,10.01,1.28
H005,Residential,2,2,2025-01-12,12,11.1,8.37,1.16
H005,Residential,2,2,2025-01-13,13,10.9,9.28,1.14
H005,Residential,2,2,2025-01-14,14,10.5,7.68,0.97
H005,Residential,2,2,2025-01-15,15,9.0,9.13,1.2
H005,Residential,2,2,2025-01-16,16,10.8,8.52,1.01
H005,Residential,2,2,2025-01-17,17,9.8,9.86,1.29
H005,Residential,2,2,2025-01-18,18,9.0,9.73,1.2
H005,Residential,2,2,2025-01-19,19,12.2,7.29,0.85
H005,Residential,2,2,2025-01-20,20,12.1,7.86,0.93
H005,Residential,2,2,2025-01-21,21,8.3,7.71,0.76
H005,Residential,2,2,2025-01-22,22,11.4,6.19,0.73
H005,Residential,2,2,2025-01-23,23,13.5,7.94,0.81
H005,Residential,2,2,2025-01-24,24,13.7,6.99,0.7
H005,Residential,2,2,2025-01-25,25,13.8,7.4,0.87
H005,Residential,2,2,2025-01-26,26,12.1,8.46,0.89
H005,Residential,2,2,2025-01-27,27,10.6,9.53,1.1
H005,Residential,2,2,2025-01-28,28,10.3,8.93,1.04
H005,Residential,2,2,2025-01-29,29,13.0,8.94,1.05
H005,Residential,2,2,2025-01-30,30,13.2,7.8,0.84
H005,Residential,2,2,2025-01-31,31,14.9,7.1,0.88
H005,Residential,2,2,2025-02-01,32,14.7,7.48,0.86
H005,Residential,2,2,2025-02-02,33,12.6,6.65,0.8
H005,Residential,2,2,2025-02-03,34,10.8,9.07,0.95
H005,Residential,2,2,2025-02-04,35,12.5,5.79,0.66
H005,Residential,2,2,2025-02-05,36,13.6,6.87,0.86
H005,Residential,2,2,2025-02-06,37,13.0,7.51,0.94
H005,Residential,2,2,2025-02-07,38,12.5,7.06,0.77
H005,Residential,2,2,2025-02-08,39,14.1,7.16,0.79
H005,Residential,2,2,2025-02-09,40,12.9,8.92,0.95
H005,Residential,2,2,2025-02-10,41,12.8,8.4,0.92
H005,Residential,2,2,2025-02-11,42,14.6,6.51,0.67
H005,Residential,2,2,2025-02-12,43,13.5,6.99,0.8
H005,Residential,2,2,2025-02-13,44,14.8,6.04,0.73
H005,Residential,2,2,2025-02-14,45,15.0,7.35,0.8
H005,Residential,2,2,2025-02-15,46,12.6,7.81,0.9
H005,Residential,2,2,2025-02-16,47,13.9,5.79,0.66
H005,Residential,2,2,2025-02-17,48,17.5,6.33,0.79
H005,Residential,2,2,2025-02-18,49,13.0,7.83,0.86
H005,Residential,2,2,2025-02-19,50,11.4,8.84,0.98
H005,Residential,2,2,2025-02-20,51,12.0,7.79,0.84
H005,Residential,2,2,2025-02-21,52,15.6,6.45,0.68
H005,Residential,2,2,2025-02-22,53,15.7,8.4,1.01
H005,Residential,2,2,2025-02-23,54,15.6,6.7,0.77
H005,Residential,2,2,2025-02-24,55,18.2,6.65,0.77
H005,Residential,2,2,2025-02-25,56,11.3,7.66,0.98
H005,Residential,2,2,2025-02-26,57,17.0,6.8,0.87
H005,Residential,2,2,2025-02-27,58,19.3,5.3,0.53
H005,Residential,2,2,2025-02-28,59,14.6,6.66,0.81
H005,Residential,2,2,2025-03-01,60,16.1,6.06,0.71
H005,Residential,2,2,2025-03-02,61,15.6,6.29,0.7
H005,Residential,2,2,2025-03-03,62,15.5,7.57,0.9
H005,Residential,2,2,2025-03-04,63,16.7,6.03,0.6
H005,Residential,2,2,2025-03-05,64,20.0,6.65,0.86
H005,Residential,2,2,2025-03-06,65,20.9,7.14,0.86
H005,Residential,2,2,2025-03-07,66,17.1,6.32,0.68
H005,Residential,2,2,2025-03-08,67,21.3,7.16,0.79
H005,Residential,2,2,2025-03-09,68,18.1,6.53,0.65
H005,Residential,2,2,2025-03-10,69,21.4,6.27,0.71
H005,Residential,2,2,2025-03-11,70,18.2,6.67,0.74
H005,Residential,2,2,2025-03-12,71,18.8,7.34,0.76
H005,Residential,2,2,2025-03-13,72,19.4,5.8,0.71
H005,Residential,2,2,2025-03-14,73,24.6,5.61,0.72
H005,Residential,2,2,2025-03-15,74,20.6,5.85,0.68
H005,Residential,2,2,2025-03-16,75,17.9,6.83,0.77
H005,Residential,2,2,2025-03-17,76,21.1,6.9,0.83
H005,Residential,2,2,2025-03-18,77,18.9,5.87,0.68
H005,Residential,2,2,2025-03-19,78,18.8,4.88,0.52
H005,Residential,2,2,2025-03-20,79,21.5,5.78,0.63
H005,Residential,2,2,2025-03-21,80,20.1,6.54,0.74
H005,Residential,2,2,2025-03-22,81,20.7,6.47,0.76
H005,Residential,2,2,2025-03-23,82,20.4,6.31,0.73
H005,Residential,2,2,2025-03-24,83,21.1,5.88,0.69
H005,Residential,2,2,2025-03-25,84,21.4,6.83,0.69
H005,Residential,2,2,2025-03-26,85,17.3,6.52,0.79
H005,Residential,2,2,2025-03-27,86,22.2,6.56,0.76
H005,Residential,2,2,2025-03-28,87,19.4,6.3,0.88
H005,Residential,2,2,2025-03-29,88,18.7,6.85,0.77
H005,Residential,2,2,2025-03-30,89,21.4,6.48,0.77
H005,Residential,2,2,2025-03-31,90,21.8,5.62,0.8
H005,Residential,2,2,2025-04-01,91,20.5,6.43,0.76
H005,Residential,2,2,2025-04-02,92,23.4,6.69,0.77
H005,Residential,2,2,2025-04-03,93,19.7,6.92,0.74
H005,Residential,2,2,2025-04-04,94,21.5,6.46,0.84
H005,Residential,2,2,2025-04-05,95,21.3,5.88,0.62
H005,Residential,2,2,2025-04-06,96,22.5,5.7,0.68
H005,Residential,2,2,2025-04-07,97,23.2,5.93,0.66
H005,Residential,2,2,2025-04-08,98,21.0,6.32,0.72
H005,Residential,2,2,2025-04-09,99,24.3,6.12,0.63
H005,Residential,2,2,2025-04-10,100,23.3,5.5,0.71
H005,Residential,2,2,2025-04-11,101,19.9,5.5,0.62
H005,Residential,2,2,2025-04-12,102,19.9,5.14,0.54
H005,Residential,2,2,2025-04-13,103,23.6,4.27,0.54
H005,Residential,2,2,2025-04-14,104,23.3,6.12,0.68
H005,Residential,2,2,2025-04-15,105,23.7,7.64,0.91
H005,Residential,2,2,2025-04-16,106,24.0,7.31,0.9
H005,Residential,2,2,2025-04-17,107,24.6,5.59,0.67
H005,Residential,2,2,2025-04-18,108,26.0,6.29,0.6
H005,Residential,2,2,2025-04-19,109,22.4,5.56,0.68
H005,Residential,2,2,2025-04-20,110,22.4,5.39,0.62
H005,Residential,2,2,2025-04-21,111,22.7,5.46,0.62
H005,Residential,2,2,2025-04-22,112,25.3,6.06,0.7
H005,Residential,2,2,2025-04-23,113,27.2,6.09,0.61
H005,Residential,2,2,2025-04-24,114,24.3,6.36,0.75
H005,Residential,2,2,2025-04-25,115,20.7,6.61,0.68
H005,Residential,2,2,2025-04-26,116,22.2,6.29,0.71
H005,Residential,2,2,2025-04-27,117,23.9,6.22,0.73
H005,Residential,2,2,2025-04-28,118,24.6,5.52,0.69
H005,Residential,2,2,2025-04-29,119,24.9,5.37,0.58
H005,Residential,2,2,2025-04-30,120,25.9,5.27,0.68
H005,Residential,2,2,2025-05-01,121,25.3,6.6,0.82
H005,Residential,2,2,2025-05-02,122,27.9,5.99,0.67
H005,Residential,2,2,2025-05-03,123,24.9,5.29,0.56
H005,Residential,2,2,2025-05-04,124,24.7,6.16,0.63
H005,Residential,2,2,2025-05-05,125,27.2,5.43,0.64
H005,Residential,2,2,2025-05-06,126,23.7,7.23,0.79
H005,Residential,2,2,2025-05-07,127,27.2,5.84,0.74
H005,Residential,2,2,2025-05-08,128,26.8,6.62,0.72
H005,Residential,2,2,2025-05-09,129,26.5,6.88,0.74
H005,Residential,2,2,2025-05-10,130,29.7,5.89,0.69
H005,Residential,2,2,2025-05-11,131,25.8,6.25,0.68
H005,Residential,2,2,2025-05-12,132,30.7,6.61,0.77
H005,Residential,2,2,2025-05-13,133,26.7,6.27,0.78
H005,Residential,2,2,2025-05-14,134,24.9,6.42,0.75
H005,Residential,2,2,2025-05-15,135,27.4,5.38,0.63
H005,Residential,2,2,2025-05-16,136,25.4,6.54,0.77
H005,Residential,2,2,2025-05-17,137,26.1,6.19,0.62
H005,Residential,2,2,2025-05-18,138,28.2,6.42,0.77
H005,Residential,2,2,2025-05-19,139,28.6,6.77,0.79
H005,Residential,2,2,2025-05-20,140,26.5,6.61,0.82
H005,Residential,2,2,2025-05-21,141,29.5,6.42,0.78
H005,Residential,2,2,2025-05-22,142,29.8,6.6,0.75
H005,Residential,2,2,2025-05-23,143,30.4,6.66,0.84
H005,Residential,2,2,2025-05-24,144,28.8,7.48,0.85
H005,Residential,2,2,2025-05-25,145,30.4,6.21,0.73
H005,Residential,2,2,2025-05-26,146,24.6,6.3,0.71
H005,Residential,2,2,2025-05-27,147,27.5,6.78,0.81
H005,Residential,2,2,2025-05-28,148,26.5,5.9,0.66
H005,Residential,2,2,2025-05-29,149,28.4,5.37,0.7
H005,Residential,2,2,2025-05-30,150,27.2,6.51,0.87
H005,Residential,2,2,2025-05-31,151,27.9,6.38,0.79
H005,Residential,2,2,2025-06-01,152,31.7,5.61,0.73
H005,Residential,2,2,2025-06-02,153,28.0,6.51,0.66
H005,Residential,2,2,2025-06-03,154,29.1,7.09,0.73
H005,Residential,2,2,2025-06-04,155,27.9,5.19,0.59
H005,Residential,2,2,2025-06-05,156,28.5,6.83,0.79
H005,Residential,2,2,2025-06-06,157,28.4,4.63,0.53
H005,Residential,2,2,2025-06-07,158,29.2,6.25,0.63
H005,Residential,2,2,2025-06-08,159,30.5,7.39,0.93
H005,Residential,2,2,2025-06-09,160,31.4,6.14,0.83
H005,Residential,2,2,2025-06-10,161,29.0,6.26,0.8
H005,Residential,2,2,2025-06-11,162,29.5,6.67,0.84
H005,Residential,2,2,2025-06-12,163,26.4,5.14,0.61
H005,Residential,2,2,2025-06-13,164,28.3,6.24,0.67
H005,Residential,2,2,2025-06-14,165,30.2,6.57,0.76
H005,Residential,2,2,2025-06-15,166,30.1,7.36,1.0
H005,Residential,2,2,2025-06-16,167,28.9,5.43,0.61
H005,Residential,2,2,2025-06-17,168,30.1,5.97,0.67
H005,Residential,2,2,2025-06-18,169,29.4,5.62,0.71
H005,Residential,2,2,2025-06-19,170,30.6,5.61,0.71
H005,Residential,2,2,2025-06-20,171,29.0,6.9,0.74
H005,Residential,2,2,2025-06-21,172,27.8,6.53,0.74
H005,Residential,2,2,2025-06-22,173,29.0,5.86,0.65
H005,Residential,2,2,2025-06-23,174,23.1,5.88,0.68
H005,Residential,2,2,2025-06-24,175,29.0,5.85,0.74
H005,Residential,2,2,2025-06-25,176,21.8,5.91,0.64
H005,Residential,2,2,2025-06-26,177,25.2,5.42,0.68
H005,Residential,2,2,2025-06-27,178,29.1,6.04,0.7
H005,Residential,2,2,2025-06-28,179,29.1,6.28,0.86
H005,Residential,2,2,2025-06-29,180,26.1,5.73,0.68
H005,Residential,2,2,2025-06-30,181,26.9,6.3,0.72
H005,Residential,2,2,2025-07-01,182,30.6,6.41,0.78
H005,Residential,2,2,2025-07-02,183,27.2,5.85,0.66
H005,Residential,2,2,2025-07-03,184,32.0,6.33,0.63
H005,Residential,2,2,2025-07-04,185,27.9,7.54,0.86
H005,Residential,2,2,2025-07-05,186,28.6,7.89,0.89
H005,Residential,2,2,2025-07-06,187,30.7,5.61,0.57
H005,Residential,2,2,2025-07-07,188,28.0,5.63,0.65
H005,Residential,2,2,2025-07-08,189,25.9,5.54,0.54
H005,Residential,2,2,2025-07-09,190,27.4,6.86,0.77
H005,Residential,2,2,2025-07-10,191,27.5,5.95,0.7
H005,Residential,2,2,2025-07-11,192,25.0,6.35,0.74
H005,Residential,2,2,2025-07-12,193,27.0,7.81,0.87
H005,Residential,2,2,2025-07-13,194,26.0,6.19,0.71
H005,Residential,2,2,2025-07-14,195,28.9,6.64,0.72
H005,Residential,2,2,2025-07-15,196,27.2,6.52,0.76
H005,Residential,2,2,2025-07-16,197,26.6,5.84,0.68
H005,Residential,2,2,2025-07-17,198,26.8,6.86,0.74
H005,Residential,2,2,2025-07-18,199,27.3,5.67,0.67
H005,Residential,2,2,2025-07-19,200,27.9,7.38,0.87
H005,Residential,2,2,2025-07-20,201,24.9,5.84,0.67
H005,Residential,2,2,2025-07-21,202,24.8,5.9,0.82
H005,Residential,2,2,2025-07-22,203,28.5,5.53,0.63
H005,Residential,2,2,2025-07-23,204,25.7,5.63,0.64
H005,Residential,2,2,2025-07-24,205,23.8,5.94,0.66
H005,Residential,2,2,2025-07-25,206,27.0,4.69,0.5
H005,Residential,2,2,2025-07-26,207,27.0,6.36,0.78
H005,Residential,2,2,2025-07-27,208,23.3,5.89,0.64
H005,Residential,2,2,2025-07-28,209,26.3,6.69,0.74
H005,Residential,2,2,2025-07-29,210,27.1,6.46,0.72
H005,Residential,2,2,2025-07-30,211,26.3,5.76,0.61
H005,Residential,2,2,2025-07-31,212,26.7,5.92,0.59
H005,Residential,2,2,2025-08-01,213,22.9,6.05,0.67
H005,Residential,2,2,2025-08-02,214,25.9,7.48,0.93
H005,Residential,2,2,2025-08-03,215,24.6,5.69,0.67
H005,Residential,2,2,2025-08-04,216,24.2,5.75,0.75
H005,Residential,2,2,2025-08-05,217,26.5,5.5,0.67
H005,Residential,2,2,2025-08-06,218,27.5,5.28,0.64
H005,Residential,2,2,2025-08-07,219,27.9,6.39,0.85
H005,Residential,2,2,2025-08-08,220,26.9,6.33,0.73
H005,Residential,2,2,2025-08-09,221,24.2,7.35,0.85
H005,Residential,2,2,2025-08-10,222,24.9,6.85,0.79
H005,Residential,2,2,2025-08-11,223,25.5,7.69,1.0
